Scan_Point	Freq (Hz)	Pout (DBM)
562	6000000000	-67.1838
563	6000000000	-67.2362
564	6000000000	-67.2543
565	6000000000	-67.2811
566	6000000000	-67.3123
567	6000000000	-67.2866
568	6000000000	-67.344
569	6000000000	-67.346
570	6000000000	-67.4062
571	6000000000	-67.4115
572	6000000000	-67.4202
573	6000000000	-67.4735
574	6000000000	-67.4725
575	6000000000	-67.4969
576	6000000000	-67.4943
577	6000000000	-67.5118
578	6000000000	-67.5588
579	6000000000	-67.5311
580	6000000000	-67.5429
581	6000000000	-67.5555
582	6000000000	-67.5949
583	6000000000	-67.5608
584	6000000000	-67.6128
585	6000000000	-67.5948
586	6000000000	-67.6129
587	6000000000	-67.6426
588	6000000000	-67.6605
589	6000000000	-67.6612
590	6000000000	-67.6848
591	6000000000	-67.6918
592	6000000000	-67.6967
593	6000000000	-67.7313
594	6000000000	-67.7586
595	6000000000	-67.7944
596	6000000000	-67.7838
597	6000000000	-67.8393
598	6000000000	-67.8865
599	6000000000	-67.9469
600	6000000000	-67.9594
601	6000000000	-68.0077
602	6000000000	-68.0485
603	6000000000	-68.1035
604	6000000000	-68.1321
605	6000000000	-68.1654
606	6000000000	-68.2185
607	6000000000	-68.2913
608	6000000000	-68.3343
609	6000000000	-68.3596
610	6000000000	-68.3968
611	6000000000	-68.4565
612	6000000000	-68.4643
613	6000000000	-68.5123
614	6000000000	-68.4954
615	6000000000	-68.5859
616	6000000000	-68.5463
617	6000000000	-68.5002
618	6000000000	-68.5085
619	6000000000	-68.4495
620	6000000000	-68.4683
621	6000000000	-68.4053
622	6000000000	-68.3775
623	6000000000	-68.3746
624	6000000000	-68.2612
625	6000000000	-68.2841
626	6000000000	-68.1996
627	6000000000	-68.139
628	6000000000	-68.0732
629	6000000000	-68.0201
630	6000000000	-68.0058
631	6000000000	-67.9266
632	6000000000	-67.8827
633	6000000000	-67.8555
634	6000000000	-67.8435
635	6000000000	-67.8501
636	6000000000	-67.8037
637	6000000000	-67.8415
638	6000000000	-67.8729
639	6000000000	-67.8798
640	6000000000	-67.9064
641	6000000000	-67.9646
642	6000000000	-68.0472
643	6000000000	-68.1266
644	6000000000	-68.1993
645	6000000000	-68.3299
646	6000000000	-68.4452
647	6000000000	-68.5615
